param L:= 10; #Number of shipping centres
param P:= 180; #Number of packages to be shipped
param V:= 120; #Number of vehicle types
param K:= 18; #number of pairs of incompatible packages
param I: 1    2:=
	1  41  93
	 9  43	50.5	39	25	17	8.5	58.5	65.5	0	58
	10  71	57	95	35	72.5	58	20.5	55	58	0 

[119,*,*]:    1     2     3     4       5    6     7     8     9    10:=
       1    0	90.5	46.5	41.5	55.5	35	82.5	102	43	71
	 2  90.5	0	84.5	52.5	50.5	57.5	40.5	18	50.5	57
	 3  46.5	84.5	0	60	33.5	37	97.5	101	39	95
	 4  41.5	52.5	60	0	41.5	23	42	61.5	25	35
	 5  55.5	50.5	33.5	41.5	0	23.5	69.5	67.5	17	72.5
	 6  35	57.5	37	23	23.5	0	61	71.5	8.5	58
	 7  82.5	40.5	97.5	42	69.5	61	0	35	58.5	20.5
	 8  102	18	101	61.5	67.5	71.5	35	0	65.5	55
	 9  43	50.5	39	25	17	8.5	58.5	65.5	0	58
	10  71	57	95	35	72.5	58	20.5	55	58	0 

[120,*,*]:    1     2     3     4       5    6     7     8     9    10:=
       1    0	90.5	46.5	41.5	55.5	35	82.5	102	43	71
	 2  90.5	0	84.5	52.5	50.5	57.5	40.5	18	50.5	57
	 3  46.5	84.5	0	60	33.5	37	97.5	101	39	95
	 4  41.5	52.5	60	0	41.5	23	42	61.5	25	35
	 5  55.5	50.5	33.5	41.5	0	23.5	69.5	67.5	17	72.5
	 6  35	57.5	37	23	23.5	0	61	71.5	8.5	58
	 7  82.5	40.5	97.5	42	69.5	61	0	35	58.5	20.5
	 8  102	18	101	61.5	67.5	71.5	35	0	65.5	55
	 9  43	50.5	39	25	17	8.5	58.5	65.5	0	58
	10  71	57	95	35	72.5	58	20.5	55	58	0; 

param co:=
[1,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0

[2,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[3,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[4,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[5,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[6,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[7,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[8,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[9,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[10,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[11,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[12,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[13,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[14,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[15,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[16,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[17,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[18,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0

[19,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[20,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[21,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0



[22,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[23,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[24,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[25,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[26,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[27,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0

[28,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[29,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[30,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[31,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[32,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[33,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[34,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[35,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[36,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[37,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[38,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[39,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[40,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[41,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[42,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[43,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[44,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[45,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[46,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[47,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[48,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[49,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[50,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
